"","idx","obs"
"1",0,-29.1621925327698
"2",1,-8.86827644220232
"3",2,-28.776166458103
"4",3,-29.2223385700362
"5",4,7.82555845301855
"6",5,7.77317251494253
"7",6,-28.8309910191505
"8",7,-28.5048993245179
"9",8,7.37820992961626
"10",9,8.16442366694364
"11",10,7.52812586692127
"12",11,7.4059237657054
"13",12,7.53711404226722
"14",13,7.84354218166963
"15",14,-8.72769061220585
"16",15,-8.87306119181192
"17",16,-29.1593730191249
"18",17,7.55865411113672
"19",18,-8.38860972404377
"20",19,-28.7948164991798
"21",20,-29.0409350926374
"22",21,-29.1559841334601
"23",22,-28.9224269847257
"24",23,-29.3849880933825
"25",24,-29.0112006344987
"26",25,-9.01011943831014
"27",26,8.13066542231092
"28",27,-34.2439128514769
"29",28,7.74085327239925
"30",29,7.40416436066211
"31",30,-28.5731999315308
"32",31,-28.5886490119533
"33",32,-28.6278787337771
"34",33,7.99654891543526
"35",34,-28.9693556397116
"36",35,-28.6348988828767
"37",36,-8.3645623845551
"38",37,-28.845906128618
"39",38,7.45396976835507
"40",39,-28.6069931368069
"41",40,-28.609287166504
"42",41,-8.87394874868785
"43",42,-28.3207679181655
"44",43,7.51237389389197
"45",44,-28.7478167970129
"46",45,-29.5743851982072
"47",46,-28.9092962906197
"48",47,-28.5003915676808
"49",48,-29.0020587639873
"50",49,-9.06011304159444
"51",50,-28.6281558354479
"52",51,-29.113970165716
"53",52,-8.69131195679913
"54",53,37.4716906405325
"55",54,-9.22210350395085
"56",55,-34.7073820686723
"57",56,7.43619539449798
"58",57,-28.4272550734654
"59",58,-28.5678771832458
"60",59,-29.1062862291994
"61",60,-8.59440931568958
"62",61,-28.5676433420584
"63",62,-8.69472653455917
"64",63,-28.7467008798997
"65",64,8.135004566222
"66",65,-29.0100594526515
"67",66,7.63120089986515
"68",67,8.065679675294
"69",68,-29.2656221585575
"70",69,-28.7991216792971
"71",70,7.75374049373742
"72",71,7.9113556260428
"73",72,-8.45189194388065
"74",73,-36.4811763012638
"75",74,7.83695633784941
"76",75,8.00005598218449
"77",76,-28.473131621424
"78",77,-28.73677392452
"79",78,-9.08822142283271
"80",79,7.71404524185276
"81",80,-8.22694726207631
"82",81,7.65223998111774
"83",82,-28.6402353748529
"84",83,-28.4708112732234
"85",84,-36.3145439217905
"86",85,-8.77779630250405
"87",86,-28.7887009618164
"88",87,7.48332203560221
"89",88,7.902710901761
"90",89,-34.8442576281272
"91",90,-29.1280035800011
"92",91,-29.1710661731784
"93",92,-29.063828090294
"94",93,-8.44248448840507
"95",94,-8.89937817365088
"96",95,-28.880323855159
"97",96,-29.00411577287
"98",97,-28.6869522647061
"99",98,-28.5633936319972
"100",99,7.69746812856766
"101",100,7.95886971391628
"102",101,7.63554973033487
"103",102,-28.5249818273057
"104",103,7.95410548893092
"105",104,8.08539596218466
"106",105,-28.6656830852571
"107",106,-28.7926268156012
"108",107,-29.4581165395897
"109",108,-29.0738541215795
"110",109,-28.705789905781
"111",110,-29.0044257483405
"112",111,-28.9464645691148
"113",112,-28.9888227878311
"114",113,-28.3461035569596
"115",114,-34.7919744140741
"116",115,7.62036585029817
"117",116,-8.77126317624076
"118",117,7.83187725138361
"119",118,-28.7982764776718
"120",119,7.74778814090485
"121",120,7.29075327777814
"122",121,-8.65945117551877
"123",122,-8.61223638751245
"124",123,-29.0111627997123
"125",124,7.97705457104485
"126",125,-29.0991098967317
"127",126,7.88573373963195
"128",127,-29.0679787719005
"129",128,-9.32105719903173
"130",129,-28.4923422783458
"131",130,-28.6386964379635
"132",131,7.80891650193951
"133",132,-28.3859333803809
"134",133,-29.3741347260438
"135",134,-8.73534322399737
"136",135,7.0035412765515
